ko_id,ko_name,n_cells,fc_1-2,pval
KO:K11749,regulator of sigma E protease [EC:3.4.24.-],6536,-1.4893856,1.1875137286523573e-50
KO:K03931,putative isomerase,5240,-1.4891579,8.372377672201376e-20
KO:K03596,GTP-binding protein LepA,6539,-1.4890862,2.9993600263788504e-62
KO:K03719,"Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein",6533,-1.4862709,1.1679496474136745e-21
KO:K02519,translation initiation factor IF-2,6537,-1.4862423,2.207602240186121e-57
KO:K05787,DNA-binding protein HU-alpha,3795,-1.4857669,7.514490799981065e-08
KO:K02110,F-type H+-transporting ATPase subunit c,6536,-1.4855633,6.69629549058789e-46
KO:K01186,sialidase-1 [EC:3.2.1.18],6215,-1.4851065,6.708754361499918e-13
KO:K19405,protein arginine kinase [EC:2.7.14.1],6300,-1.4849262,4.491762791628802e-36
KO:K01598,phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36],4993,-1.4847212,8.277783622351867e-12
KO:K05837,rod shape determining protein RodA,6538,-1.4846907,1.97080316526763e-48
KO:K03431,phosphoglucosamine mutase [EC:5.4.2.10],6539,-1.4842682,3.903317982147186e-40
KO:K03703,excinuclease ABC subunit C,6539,-1.483634,4.799602131088797e-59
KO:K09155,uncharacterized protein,3649,-1.4830456,9.076481794739384e-10
KO:K14056,"HTH-type transcriptional regulator, repressor for puuD",2043,-1.4820261,1.1860864190550068e-07
KO:K00864,glycerol kinase [EC:2.7.1.30],6539,-1.4818592,1.2154357395108595e-47
KO:K17080,prohibitin 1,2376,-1.4815552,3.6707367601460666e-13
KO:K06997,PLP dependent protein,6538,-1.4811673,2.009427669187169e-46
KO:K03297,small multidrug resistance pump,6296,-1.4808197,5.572516701606336e-18
KO:K02906,large subunit ribosomal protein L3,6539,-1.4802465,2.0361588440708056e-59
KO:K03800,lipoate---protein ligase [EC:6.3.1.20],6482,-1.4799228,3.989168523832996e-37
KO:K02867,large subunit ribosomal protein L11,6539,-1.4781809,1.0609407725487399e-57
KO:K02493,release factor glutamine methyltransferase [EC:2.1.1.297],6539,-1.478178,3.0124731027679347e-51
KO:K00773,queuine tRNA-ribosyltransferase [EC:2.4.2.29],6536,-1.4775934,2.4456061340085272e-56
KO:K03783,purine-nucleoside phosphorylase [EC:2.4.2.1],6530,-1.4773388,8.708583282649301e-46
KO:K03227,type III secretion protein S,3496,-1.4767399,7.187489193245704e-08
KO:K01727,hyaluronate lyase [EC:4.2.2.1],4946,-1.4763737,1.5166746549273405e-09
KO:K02503,histidine triad (HIT) family protein,6539,-1.4760103,8.465416138583162e-49
KO:K01129,dGTPase [EC:3.1.5.1],6537,-1.475872,1.861813607572964e-42
KO:K02601,transcription termination/antitermination protein NusG,6539,-1.4749908,1.1934689071990756e-57
KO:K11911,type VI secretion system protein VasL,872,-1.4739933,3.225572096801014e-11
KO:K00566,tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13],6539,-1.4738646,3.897199691462714e-51
KO:K07010,putative glutamine amidotransferase,6537,-1.4713707,2.4559370220883225e-37
KO:K03830,putative acetyltransferase [EC:2.3.1.-],5880,-1.4708827,3.242625243752237e-08
KO:K02419,flagellar biosynthesis protein FliP,6532,-1.4705,6.88388818060996e-16
KO:K03544,ATP-dependent Clp protease ATP-binding subunit ClpX,6536,-1.4703503,5.209446366328729e-56
KO:K03530,DNA-binding protein HU-beta,6537,-1.4699049,2.718070679717249e-53
KO:K06335,spore coat protein M,658,-1.4695797,2.134183217226802e-14
KO:K01151,deoxyribonuclease IV [EC:3.1.21.2],6503,-1.4686852,1.1116053810825793e-31
KO:K00789,S-adenosylmethionine synthetase [EC:2.5.1.6],6539,-1.4681835,3.6343614417755416e-60
KO:K19230,cationic peptide transport system ATP-binding protein,1070,-1.4678667,1.322874859770169e-12
KO:K06207,GTP-binding protein,6521,-1.4672747,9.379678581668365e-61
KO:K11717,cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],6539,-1.4665537,4.527239265585912e-44
KO:K09909,uncharacterized protein,931,-1.4662495,3.763906393381709e-10
KO:K00928,aspartate kinase [EC:2.7.2.4],6539,-1.4660311,4.647879583419197e-62
KO:K13931,malonate decarboxylase delta subunit,3841,-1.4633296,2.1665694704517945e-05
KO:K03110,fused signal recognition particle receptor,6539,-1.461091,2.2139916886941642e-53
KO:K00806,undecaprenyl diphosphate synthase [EC:2.5.1.31],6539,-1.4607668,5.1450259012539455e-51
KO:K12236,transcriptional repressor NF-X1,1031,-1.4588375,2.499221158909542e-18
KO:K01972,DNA ligase (NAD+) [EC:6.5.1.2],6539,-1.4587803,6.420210448290294e-49
KO:K15536,soluble cytochrome b562,1332,-1.4582062,1.820269532522485e-16
KO:K02435,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7],6539,-1.4581409,4.5208713099946785e-19
KO:K12240,pyochelin synthetase,4315,-1.4580876,1.4483824579297242e-07
KO:K01207,beta-N-acetylhexosaminidase [EC:3.2.1.52],6539,-1.456922,1.1096343997331257e-42
KO:K02477,"two-component system, LytTR family, response regulator",6516,-1.4533758,6.1831300721183056e-30
KO:K08287,dual-specificity kinase [EC:2.7.12.1],1787,-1.4528732,5.2032309260539674e-12
KO:K11031,thiol-activated cytolysin,2730,-1.4527475,6.667282639119723e-06
KO:K07462,single-stranded-DNA-specific exonuclease [EC:3.1.-.-],6538,-1.4526033,1.7974381166379884e-50
KO:K19180,dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD+) [EC:1.1.1.339],5519,-1.4526013,3.878983831889425e-09
KO:K00088,IMP dehydrogenase [EC:1.1.1.205],6539,-1.4521227,2.948798006483326e-53
KO:K05845,osmoprotectant transport system substrate-binding protein,6090,-1.451994,1.741735154815302e-12
KO:K03718,"Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA",6497,-1.447948,6.009885893298154e-26
KO:K14347,"solute carrier family 10 (sodium/bile acid cotransporter), member 7",5943,-1.4470496,4.393275773888369e-09
KO:K00156,pyruvate dehydrogenase (quinone) [EC:1.2.5.1],5494,-1.447007,5.8480840043380466e-06
KO:K02049,NitT/TauT family transport system ATP-binding protein,6539,-1.4466295,1.184824206538431e-24
KO:K01486,adenine deaminase [EC:3.5.4.2],6526,-1.4450798,2.3099522408846177e-37
KO:K00400,"methyl coenzyme M reductase system, component A2",1561,-1.4449892,6.377111101327019e-12
KO:K02416,flagellar motor switch protein FliM,6527,-1.4420567,9.491820102482888e-20
KO:K19229,cationic peptide transport system ATP-binding protein,968,-1.4407496,7.286916775081602e-15
KO:K01875,seryl-tRNA synthetase [EC:6.1.1.11],6539,-1.4406891,2.983905533367146e-55
KO:K04058,type III secretion protein W,2000,-1.4399793,1.6056204247321478e-09
KO:K14742,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,6537,-1.4396877,1.927797866464527e-43
KO:K08993,putative membrane protein,1163,-1.4395425,6.950886691447223e-14
KO:K06073,vitamin B12 transport system permease protein,791,-1.4394436,1.1150134045177472e-14
KO:K15632,23S rRNA (adenine-C8)-methyltransferase [EC:2.1.1.224],1076,-1.4384508,0.00010333236102808599
KO:K03671,thioredoxin 1,6539,-1.4365654,7.192540428726342e-42
KO:K06381,stage II sporulation protein D,6397,-1.4363761,6.989754768109236e-36
KO:K07592,"LysR family transcriptional regulator, tdc operon transcriptional activator",1630,-1.4357924,4.923333327776709e-14
KO:K03569,rod shape-determining protein MreB and related proteins,6538,-1.4355879,2.0567678256727926e-51
KO:K03840,flavodoxin II,1511,-1.4351797,3.535666735493445e-12
KO:K08222,"MFS transporter, YQGE family, putative transporter",3885,-1.4330835,8.024261175852338e-10
KO:K06167,"phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]",6538,-1.4328389,2.4626524049256415e-31
KO:K00764,amidophosphoribosyltransferase [EC:2.4.2.14],6539,-1.4322424,5.336338543628027e-53
KO:K00939,adenylate kinase [EC:2.7.4.3],6539,-1.4320955,3.9770828671974616e-48
KO:K09022,2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10],6539,-1.4313068,1.8738215337293572e-43
KO:K05977,2'-hydroxybiphenyl-2-sulfinate desulfinase [EC:3.13.1.3],1301,-1.4292562,4.720572355642747e-13
KO:K03466,"DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",6539,-1.4290218,1.1153962718499814e-61
KO:K01160,crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4],5612,-1.4289236,5.93902538973744e-11
KO:K01048,lysophospholipase [EC:3.1.1.5],6425,-1.4285202,1.8716572648833538e-24
KO:K08602,oligoendopeptidase F [EC:3.4.24.-],6536,-1.4281049,3.9539592229154414e-39
KO:K03531,cell division protein FtsZ,6539,-1.4259119,4.3164232937097393e-44
KO:K12203,defect in organelle trafficking protein DotB [EC:7.2.4.8],2844,-1.4253931,8.077829256867243e-07
KO:K01924,UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8],6537,-1.4213963,9.772766296415e-59
KO:K01164,ribonuclease P/MRP protein subunit POP1 [EC:3.1.26.5],1240,-1.4206142,7.007794836522443e-15
KO:K11105,potassium/hydrogen antiporter,6360,-1.4205074,1.488652673447146e-12
KO:K06400,site-specific DNA recombinase,6468,-1.4199753,2.3794829796688638e-32
KO:K02342,DNA polymerase III subunit epsilon [EC:2.7.7.7],6530,-1.4197865,2.31454899268092e-45
KO:K18198,rhamnogalacturonan exolyase [EC:4.2.2.24],962,-1.4193721,7.527096648902613e-09
KO:K19075,CRISPR-associated protein Cst2,3938,-1.4188375,1.9116473320187936e-07
KO:K01867,tryptophanyl-tRNA synthetase [EC:6.1.1.2],6539,-1.4183502,1.6393479733183844e-49
KO:K11814,multidrug resistance protein EbrA,654,-1.4172058,3.821331878621707e-15
KO:K09153,small membrane protein,6164,-1.4169598,6.20159679130885e-13
KO:K01714,4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7],6539,-1.4164095,5.643996651311529e-47
KO:K01805,xylose isomerase [EC:5.3.1.5],6528,-1.4146194,3.948229092999436e-45
KO:K00971,mannose-1-phosphate guanylyltransferase [EC:2.7.7.13],6539,-1.4144478,1.3918240334367445e-35
KO:K09125,queuosine precursor transporter,6535,-1.4143476,6.63162416943763e-34
KO:K00873,pyruvate kinase [EC:2.7.1.40],6539,-1.4142303,7.123253908504275e-39
KO:K00836,diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76],5845,-1.4130003,4.2858218760202e-10
KO:K02680,prepilin peptidase dependent protein B,790,-1.4109745,9.016841857855074e-11
KO:K03892,"ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor",6539,-1.4105949,5.5539477874085925e-24
KO:K02230,cobaltochelatase CobN [EC:6.6.1.2],6492,-1.4095321,4.8160448519438953e-17
KO:K00196,anaerobic carbon-monoxide dehydrogenase iron sulfur subunit,2691,-1.4094577,1.1362629676035931e-07
KO:K07443,methylated-DNA-protein-cysteine methyltransferase related protein,6483,-1.4087062,1.160434861646877e-26
KO:K01821,4-oxalocrotonate tautomerase [EC:5.3.2.6],6502,-1.4084401,2.8464418573638183e-20
KO:K00858,NAD+ kinase [EC:2.7.1.23],6539,-1.4077072,2.614098730819172e-46
KO:K09161,uncharacterized protein,3480,-1.4059384,6.611903212507044e-08
KO:K03705,heat-inducible transcriptional repressor,6530,-1.405653,1.4407337549315391e-39
KO:K05966,triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52],6077,-1.4043818,1.9091596646216485e-12
KO:K06872,uncharacterized protein,6526,-1.4032936,1.0890618796786568e-39
KO:K09973,uncharacterized protein,6449,-1.4025779,4.623855699796677e-18
KO:K14091,ech hydrogenase subunit F,1596,-1.4019315,9.390839824500593e-11
KO:K01778,diaminopimelate epimerase [EC:5.1.1.7],6537,-1.4018612,3.8926336180787456e-42
KO:K01246,DNA-3-methyladenine glycosylase I [EC:3.2.2.20],6512,-1.4000139,2.0864949889345818e-55
KO:K12684,serine protease autotransporter [EC:3.4.21.-],1198,-1.3988934,3.633725430367564e-15
KO:K02470,DNA gyrase subunit B [EC:5.6.2.2],6539,-1.3987617,1.034711601463695e-61
KO:K01491,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9],6539,-1.3981304,5.278980540977383e-51
KO:K03076,preprotein translocase subunit SecY,6539,-1.3978052,1.6750167765749704e-54
KO:K01695,tryptophan synthase alpha chain [EC:4.2.1.20],6539,-1.3975334,2.2342739059246975e-24
KO:K09121,"pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]",6464,-1.3969612,6.74449815877284e-23
KO:K08825,dual specificity tyrosine-phosphorylation-regulated kinase 1 [EC:2.7.12.1],1245,-1.3968034,1.781137608439715e-15
KO:K01933,phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1],6539,-1.3961163,4.442973981129149e-56
KO:K01889,phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20],6539,-1.3960943,2.621002428415129e-48
KO:K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],6437,-1.3946104,1.1622686938262304e-12
KO:K02500,imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10],6539,-1.3927279,3.69327881570379e-36
KO:K16650,"galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]",4048,-1.3926842,6.494749141004856e-07
KO:K12524,bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3],6463,-1.3925562,1.031371552322536e-21
KO:K03665,GTPase,6539,-1.392231,8.407067729403667e-52
KO:K03723,transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-],6537,-1.3920174,6.782364207542939e-57
KO:K16077,sucrose porin,1095,-1.3906698,1.6123324229883914e-11
KO:K01923,phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6],6539,-1.3906288,3.7915797736654395e-55
KO:K08835,serine/threonine-protein kinase OSR1/STK39 [EC:2.7.11.1],1415,-1.3898687,8.614518623023534e-13
KO:K02108,F-type H+-transporting ATPase subunit a,6538,-1.387517,2.9360145366453193e-46
KO:K01537,P-type Ca2+ transporter type 2C [EC:7.2.2.10],6527,-1.3873997,3.742662979601977e-40
KO:K04518,prephenate dehydratase [EC:4.2.1.51],6538,-1.384706,2.770601573101266e-31
KO:K15738,ABC transport system ATP-binding/permease protein,6521,-1.3836002,1.1806583632947513e-31
KO:K00134,glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12],6539,-1.3833084,2.384981737064166e-52
KO:K02316,DNA primase [EC:2.7.7.101],6537,-1.3825579,1.2893786024229155e-46
KO:K19126,CRISPR system Cascade subunit CasE,4939,-1.3819132,3.826592400002326e-13
KO:K02469,DNA gyrase subunit A [EC:5.6.2.2],6539,-1.3801603,2.7791525994944358e-58
KO:K02313,chromosomal replication initiator protein,6537,-1.3800812,3.4658492650300484e-56
KO:K12816,pre-mRNA-processing factor 17,1762,-1.3780642,1.8024838253810114e-12
KO:K00784,ribonuclease Z [EC:3.1.26.11],6536,-1.3777637,1.0793194084604982e-41
KO:K03748,SanA protein,5702,-1.3774142,7.686981998315408e-08
KO:K00013,histidinol dehydrogenase [EC:1.1.1.23],6539,-1.3763571,7.544425656665927e-46
KO:K02109,F-type H+-transporting ATPase subunit b,6538,-1.3762693,1.4822404699369135e-36
KO:K03313,"Na+:H+ antiporter, NhaA family",6470,-1.3753157,4.0040317102202225e-13
KO:K02947,small subunit ribosomal protein S10e,1444,-1.3704281,2.5763070297373223e-15
KO:K00948,ribose-phosphate pyrophosphokinase [EC:2.7.6.1],6539,-1.3693905,1.396460030903876e-53
KO:K03572,DNA mismatch repair protein MutL,6539,-1.3692789,6.497473761108985e-48
KO:K08170,"MFS transporter, DHA2 family, multidrug resistance protein",2407,-1.3689663,0.0008022652636162541
KO:K19125,CRISPR system Cascade subunit CasD,4951,-1.3684113,4.164859181333337e-14
KO:K00058,D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399],6539,-1.3679657,1.8113399507221216e-37
KO:K07058,membrane protein,6538,-1.3663344,7.19019108615081e-50
KO:K00176,2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3],4872,-1.3652506,5.2444729357065094e-24
KO:K03106,signal recognition particle subunit SRP54 [EC:3.6.5.4],6539,-1.3643064,3.1182480817726705e-54
KO:K03885,NADH:ubiquinone reductase (H+-translocating) [EC:7.1.1.2],6538,-1.3633986,3.8881992795289005e-07
KO:K18210,fumarate reductase (CoM/CoB) subunit B [EC:1.3.4.1],2157,-1.3629484,4.37076756110989e-09
KO:K04750,PhnB protein,6252,-1.3628707,2.096913451971202e-09
KO:K07053,"3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]",6538,-1.3618164,1.1254662798306181e-23
KO:K01620,threonine aldolase [EC:4.1.2.48],6539,-1.3613749,2.6705443789211818e-49
KO:K02390,flagellar hook protein FlgE,6527,-1.3607025,5.088920901814786e-16
KO:K03657,DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12],6539,-1.3603048,3.842636032752347e-55
KO:K12992,rhamnosyltransferase [EC:2.4.1.-],6165,-1.3599043,1.1514350398735065e-17
KO:K00667,"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]",1755,-1.3597813,9.715430946140321e-09
KO:K17992,NADP-reducing hydrogenase subunit HndB [EC:1.12.1.3],2706,-1.3593326,3.628782930366703e-15
KO:K01955,carbamoyl-phosphate synthase large subunit [EC:6.3.5.5],6539,-1.3583183,9.418466228649693e-53
KO:K00688,glycogen phosphorylase [EC:2.4.1.1],6539,-1.357976,2.5992696971307596e-53
KO:K03406,methyl-accepting chemotaxis protein,6538,-1.3570061,5.339249093192405e-32
KO:K05756,"actin related protein 2/3 complex, subunit 3",1039,-1.3567834,3.025861621297914e-13
KO:K03798,cell division protease FtsH [EC:3.4.24.-],6537,-1.356473,7.30919792946926e-52
KO:K03525,type III pantothenate kinase [EC:2.7.1.33],6537,-1.355988,4.1036499929395495e-45
KO:K07552,"MFS transporter, DHA1 family, multidrug resistance protein",6510,-1.3547478,5.450562702753334e-16
KO:K00604,methionyl-tRNA formyltransferase [EC:2.1.2.9],6539,-1.3536539,1.3211971389740626e-44
KO:K00133,aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],6539,-1.3535519,2.3894951844264964e-53
KO:K02372,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59],6536,-1.3528042,2.3529721172937777e-33
KO:K01293,Gly-Xaa carboxypeptidase [EC:3.4.17.4],743,-1.3520169,7.703194491328481e-13
KO:K06188,aquaporin Z,6465,-1.3514991,6.973364749001075e-21
KO:K01586,diaminopimelate decarboxylase [EC:4.1.1.20],6539,-1.3512697,4.2602215702111716e-52
KO:K11315,transcriptional adapter 3,788,-1.3509045,1.5997360238872913e-15
KO:K00962,polyribonucleotide nucleotidyltransferase [EC:2.7.7.8],6538,-1.3490229,1.570163791119077e-44
KO:K01779,aspartate racemase [EC:5.1.1.13],6523,-1.3486395,6.717992500982073e-22
KO:K02768,fructose PTS system EIIA component [EC:2.7.1.202],5858,-1.3476462,2.3000982332323923e-08
KO:K01951,GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2],6539,-1.3475103,3.098193543749983e-46
KO:K07738,transcriptional repressor NrdR,6537,-1.3467159,1.0425083064639483e-25
KO:K04565,"superoxide dismutase, Cu-Zn family [EC:1.15.1.1]",6400,-1.3459125,6.459396601195455e-17
KO:K00766,anthranilate phosphoribosyltransferase [EC:2.4.2.18],6539,-1.3446455,2.0569489250673027e-16
KO:K03649,double-stranded uracil-DNA glycosylase [EC:3.2.2.28],6181,-1.3445444,4.6758564673614006e-24
KO:K05946,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187],6509,-1.343534,3.783631254751883e-38
KO:K09996,arginine transport system substrate-binding protein,712,-1.343364,7.446382215059626e-12
KO:K14856,protein SDA1,2228,-1.3414845,3.7732126950583366e-11
KO:K03543,"membrane fusion protein, multidrug efflux system",6493,-1.3374333,1.6607065244705422e-09
KO:K09903,uridylate kinase [EC:2.7.4.22],6539,-1.3370094,1.49749265604216e-52
KO:K01736,chorismate synthase [EC:4.2.3.5],6539,-1.3360462,6.424791952848899e-46
KO:K11065,thioredoxin-dependent peroxiredoxin [EC:1.11.1.24],6462,-1.3356142,3.2987686259886707e-15
KO:K01939,adenylosuccinate synthase [EC:6.3.4.4],6539,-1.3354836,1.631540128580615e-44
KO:K06934,uncharacterized protein,5991,-1.3348136,1.795674234008884e-11
KO:K01262,Xaa-Pro aminopeptidase [EC:3.4.11.9],6539,-1.3328838,1.5890009283025172e-48
KO:K09470,gamma-glutamylputrescine synthase [EC:6.3.1.11],711,-1.3323064,6.446624741599621e-14
KO:K00892,inosine kinase [EC:2.7.1.73],1948,-1.3313694,3.58986245265186e-07
KO:K05896,segregation and condensation protein A,6539,-1.3304243,1.3651883093622028e-27
KO:K01585,arginine decarboxylase [EC:4.1.1.19],6512,-1.3302116,2.615986606395857e-21
KO:K03721,"transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport",4377,-1.3301985,1.2391825527906176e-11
KO:K03527,4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4],6538,-1.329978,5.7438249784780565e-46
KO:K02865,large subunit ribosomal protein L10Ae,1828,-1.328722,8.12189265359953e-12
KO:K01153,"type I restriction enzyme, R subunit [EC:3.1.21.3]",6539,-1.3276405,5.814007904486446e-44
KO:K19611,ferric enterobactin receptor,1003,-1.327141,3.031616973335577e-14
KO:K01735,3-dehydroquinate synthase [EC:4.2.3.4],6535,-1.3265991,1.163077573264799e-46
KO:K00615,transketolase [EC:2.2.1.1],6537,-1.3256454,3.9884479464209313e-53
KO:K16675,palmitoyltransferase ZDHHC9/14/18 [EC:2.3.1.225],1434,-1.3248348,9.035287419387708e-15
KO:K02355,elongation factor G,6538,-1.3228302,3.4329669011515912e-46
KO:K19055,Ala-tRNA(Pro) deacylase [EC:3.1.1.-],6442,-1.3220611,9.559806641675069e-29
KO:K09773,"[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]",6516,-1.3219261,3.330912320707608e-13
KO:K18816,aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82],5307,-1.3207619,4.374989636264743e-18
KO:K07213,copper chaperone,6329,-1.320755,5.2066800545111985e-15
KO:K05366,penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4],6538,-1.320159,1.0190164903007297e-47
KO:K02224,"cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]",6523,-1.3191156,4.702769443657852e-22
KO:K02619,4-amino-4-deoxychorismate lyase [EC:4.1.3.38],6438,-1.3187666,7.184691349918837e-07
KO:K03500,16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176],6537,-1.3185177,9.725550313356929e-29
KO:K00579,tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86],1281,-1.3178339,5.702347078547621e-10
KO:K01192,beta-mannosidase [EC:3.2.1.25],6502,-1.3165426,1.143593675972747e-19
KO:K00581,tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86],1310,-1.3160106,2.246860687724438e-09
KO:K14692,"solute carrier family 30 (zinc transporter), member 5/7",1742,-1.3158779,1.4650640809369783e-12
KO:K01887,arginyl-tRNA synthetase [EC:6.1.1.19],6539,-1.3154507,3.1769530991167765e-48
KO:K09894,uncharacterized protein,825,-1.31529,1.2751113373159737e-13
KO:K06168,tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3],6538,-1.3142881,2.3963438275478194e-42
KO:K07668,"two-component system, OmpR family, response regulator VicR",6077,-1.3131666,2.7913254932362277e-17
KO:K03633,chromosome partition protein MukF,2183,-1.3131382,2.997158728616058e-08
KO:K01921,D-alanine-D-alanine ligase [EC:6.3.2.4],6537,-1.3129234,2.7955214429713524e-42
KO:K16849,altronate dehydratase small subunit [EC:4.2.1.7],3835,-1.3127575,8.473412118180474e-11
KO:K17541,SCY1-like protein 2,1392,-1.309556,3.259004248139099e-14
KO:K18545,streptogrisin B [EC:3.4.21.81],1065,-1.309279,1.3298949167035624e-11
KO:K01791,UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14],6539,-1.309124,5.068762112972945e-34
KO:K02478,"two-component system, LytTR family, sensor kinase [EC:2.7.13.3]",5524,-1.3082485,1.0712807327872676e-12
KO:K07027,glycosyltransferase 2 family protein,6539,-1.3081303,4.1541730168396065e-27
KO:K11870,ubiquitin carboxyl-terminal hydrolase 1 [EC:3.4.19.12],689,-1.3067532,1.9021693583980063e-12
KO:K03555,DNA mismatch repair protein MutS,6539,-1.3062744,9.088108853747276e-41
KO:K00974,tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-],6534,-1.3057652,2.8020279564842258e-30
KO:K04487,cysteine desulfurase [EC:2.8.1.7],6538,-1.3039274,5.209569118476785e-36
KO:K08591,acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275],6536,-1.3033776,7.565693553095148e-25
KO:K13192,RNA-binding protein 26,757,-1.3033304,6.73389439397632e-13
KO:K03553,recombination protein RecA,6538,-1.3029556,2.650072658043527e-50
KO:K05825,2-aminoadipate transaminase [EC:2.6.1.-],6470,-1.3028526,1.1062146904532696e-23
KO:K00602,phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],6539,-1.3013573,2.789454000316309e-54
KO:K01892,histidyl-tRNA synthetase [EC:6.1.1.21],6539,-1.3003616,9.272234115881126e-48
KO:K00099,1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267],6537,-1.2985573,5.69074137142748e-44
KO:K03621,phosphate acyltransferase [EC:2.3.1.274],6537,-1.2978315,2.007038405128379e-38
KO:K01876,aspartyl-tRNA synthetase [EC:6.1.1.12],6539,-1.2974291,1.7742394904629122e-52
KO:K01658,anthranilate synthase component II [EC:4.1.3.27],6537,-1.2967792,2.9959243441539916e-14
KO:K06941,23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192],6538,-1.2967091,1.2557047861420625e-51
KO:K02032,peptide/nickel transport system ATP-binding protein,6539,-1.2950516,2.4460934338079337e-22
KO:K00611,ornithine carbamoyltransferase [EC:2.1.3.3],6535,-1.2950325,8.541549208532129e-35
KO:K08306,membrane-bound lytic murein transglycosylase C [EC:4.2.2.-],3998,-1.293282,0.0006027589659832284
KO:K12881,THO complex subunit 4,933,-1.2926893,9.330916293927147e-15
KO:K04078,chaperonin GroES,6537,-1.2923393,3.950440832284269e-38
KO:K02317,DNA replication protein DnaT,702,-1.2917542,1.6222180105983477e-12
KO:K01548,potassium-transporting ATPase KdpC subunit,5256,-1.2915392,0.0462598500319055
KO:K12136,hydrogenase-4 component A [EC:1.-.-.-],986,-1.2912552,4.2747983547252686e-07
KO:K01250,pyrimidine-specific ribonucleoside hydrolase [EC:3.2.-.-],6274,-1.2912264,5.441079703564241e-25
KO:K02039,phosphate transport system protein,6539,-1.2899361,1.7428831413118075e-13
KO:K03196,type IV secretion system protein VirB11 [EC:7.4.2.8],6102,-1.2887607,7.2193445759381836e-12
