ko_id,ko_name,n_cells,fc_1-2,pval
KO:K01683,D-arabinonate dehydratase [EC:4.2.1.5],5874,-1.6688896,1.156615006924658e-48
KO:K17506,protein phosphatase 1L [EC:3.1.3.16],2054,-1.6682065,4.307649670041817e-08
KO:K06206,sugar fermentation stimulation protein A,6401,-1.667604,1.714633343242669e-167
KO:K18430,"N,N'-diacetyllegionaminate synthase [EC:2.5.1.101]",6198,-1.6664686,4.547546395403821e-103
KO:K15780,bifunctional protein TilS/HprT [EC:6.3.4.19 2.4.2.8],3074,-1.6663387,8.102266424677675e-12
KO:K15085,"solute carrier family 25, member 42",807,-1.6657696,6.87349634126392e-32
KO:K14348,"GntR family transcriptional regulator, L-lactate dehydrogenase operon regulator",2465,-1.6644804,1.830014172061827e-19
KO:K12685,subtilase-type serine protease [EC:3.4.21.-],5185,-1.6627009,3.983933986702597e-75
KO:K11340,actin-like protein 6A,1194,-1.6587117,2.080336043291609e-22
KO:K16783,biotin transport system permease protein,4530,-1.6571999,4.1926344649302204e-32
KO:K00605,aminomethyltransferase [EC:2.1.2.10],6538,-1.6571245,5.1550373493701516e-197
KO:K01497,GTP cyclohydrolase II [EC:3.5.4.25],6442,-1.6564388,1.7683745006112086e-142
KO:K16276,zinc finger protein-like protein,763,-1.6562419,2.1327455801273053e-34
KO:K14810,ATP-dependent RNA helicase DDX56/DBP9 [EC:3.6.4.13],1987,-1.6552842,8.542940062820789e-18
KO:K16872,beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207],5260,-1.6552696,1.3512933024327393e-123
KO:K00485,dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8],3581,-1.6547487,1.255581549417009e-15
KO:K09517,DnaJ homolog subfamily B member 11,1136,-1.6539967,1.8690760666995587e-17
KO:K14856,protein SDA1,2228,-1.653648,4.170300575891092e-16
KO:K18983,D-galactarolactone cycloisomerase [EC:5.5.1.27],6308,-1.652885,1.9735139923199804e-129
KO:K07432,"beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]",1790,-1.6512938,3.630359266774673e-29
KO:K17680,twinkle protein [EC:3.6.4.12],6121,-1.6496754,2.4804675174071263e-68
KO:K00026,malate dehydrogenase [EC:1.1.1.37],1696,-1.649231,5.866060600711391e-20
KO:K16055,trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12],5996,-1.6486531,4.3049787960048043e-47
KO:K15640,uncharacterized phosphatase,3328,-1.6476789,1.1014877872276632e-07
KO:K05571,multicomponent Na+:H+ antiporter subunit G,5939,-1.6472116,4.0168083747216355e-71
KO:K04802,proliferating cell nuclear antigen,5246,-1.645956,5.010143950622078e-91
KO:K03354,anaphase-promoting complex subunit 7,1082,-1.6450906,3.357813422179821e-33
KO:K08244,"alpha-glucan, water dikinase [EC:2.7.9.4]",2642,-1.6446402,4.944687809887709e-24
KO:K00262,glutamate dehydrogenase (NADP+) [EC:1.4.1.4],6520,-1.6416373,1.5277096018517156e-129
KO:K10125,"two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]",6283,-1.6393561,1.8911885683319543e-77
KO:K01438,acetylornithine deacetylase [EC:3.5.1.16],6537,-1.638495,1.1349854714498407e-194
KO:K08484,"phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]",6412,-1.6381607,5.233730336217181e-137
KO:K08955,ATP-dependent metalloprotease [EC:3.4.24.-],2986,-1.6327093,2.7472600059860234e-24
KO:K12586,exosome complex component RRP43,1367,-1.6325011,1.765549469991347e-25
KO:K15895,"UDP-4-amino-4,6-dideoxy-L-N-acetyl-beta-L-altrosamine transaminase [EC:2.6.1.92]",1140,-1.6315258,9.232804563614714e-23
KO:K16302,metal transporter CNNM,2968,-1.6306442,3.441242746432153e-12
KO:K10956,protein transport protein SEC61 subunit alpha,3767,-1.6300285,5.208135444933105e-24
KO:K16075,magnesium transporter,1330,-1.6285582,3.352697942193698e-24
KO:K00091,dihydroflavonol-4-reductase [EC:1.1.1.219],6531,-1.627162,8.880440569596875e-121
KO:K07204,regulatory associated protein of mTOR,2019,-1.6269639,5.465852066049705e-09
KO:K07556,ATP synthase mitochondrial F1 complex assembly factor 2,1210,-1.626282,4.362988641256527e-24
KO:K10575,ubiquitin-conjugating enzyme E2 G1 [EC:2.3.2.23],1553,-1.6240891,2.6028499529242384e-07
KO:K03166,DNA topoisomerase VI subunit A [EC:5.6.2.2],5792,-1.623657,3.907133695592207e-50
KO:K18442,brefeldin A-inhibited guanine nucleotide-exchange protein,2435,-1.6234841,8.662510891811198e-11
KO:K11000,callose synthase [EC:2.4.1.-],1258,-1.6231608,1.685979420207299e-11
KO:K10527,enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211],1613,-1.6224685,1.506811614008759e-23
KO:K13171,serine/arginine repetitive matrix protein 1,1636,-1.6215936,6.5418249427185095e-15
KO:K13100,pre-mRNA-splicing factor CWC22,2483,-1.6209376,1.4445065113541118e-12
KO:K03942,NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2],2316,-1.6200571,7.328676641176099e-14
KO:K15106,"solute carrier family 25 (mitochondrial carrier), member 14/30",970,-1.6192636,5.597492346548586e-21
KO:K19339,"NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator",5537,-1.6191363,1.8304830147419057e-34
KO:K18758,DIS3-like exonuclease 2 [EC:3.1.13.-],1119,-1.6178386,9.152589327958117e-22
KO:K02203,phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39],5917,-1.617774,5.534932502742471e-158
KO:K11493,regulator of chromosome condensation,2089,-1.6152692,1.0515274610961835e-16
KO:K14611,"solute carrier family 23 (nucleobase transporter), member 1",1461,-1.6151197,3.458186477285476e-16
KO:K10877,DNA repair and recombination protein RAD54B [EC:3.6.4.-],1639,-1.6141458,1.6527188507917983e-21
KO:K19422,glycosyltransferase EpsD [EC:2.4.-.-],3668,-1.6140375,1.0845507758271906e-12
KO:K03336,"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]",6454,-1.6137543,8.30875182011007e-164
KO:K04765,nucleoside triphosphate diphosphatase [EC:3.6.1.9],6494,-1.6136456,4.80171737687469e-146
KO:K00591,polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64],939,-1.6123924,3.065959660371745e-34
KO:K05389,"potassium channel subfamily K, other eukaryote",1262,-1.6099803,5.55333074182519e-29
KO:K01279,tripeptidyl-peptidase I [EC:3.4.14.9],2687,-1.6088352,2.5314745405168718e-09
KO:K00679,phospholipid:diacylglycerol acyltransferase [EC:2.3.1.158],1406,-1.6085,2.8276466906864442e-30
KO:K01779,aspartate racemase [EC:5.1.1.13],6523,-1.6079326,1.2074347261404072e-153
KO:K12453,CDP-paratose synthetase [EC:1.1.1.342],1310,-1.6070185,3.122641356959277e-24
KO:K15711,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A3 [EC:3.6.4.- 2.3.2.27],2059,-1.6055464,4.768661623134171e-07
KO:K02196,heme exporter protein D,6150,-1.6046171,2.871651714008561e-126
KO:K09838,zeaxanthin epoxidase [EC:1.14.15.21],959,-1.6044137,4.6900111399485225e-23
KO:K03252,translation initiation factor 3 subunit C,2032,-1.6042088,2.6299870250502643e-09
KO:K18681,DIS3-like exonuclease 1 [EC:3.1.13.-],753,-1.6028078,2.2065810193824387e-31
KO:K19269,phosphoglycolate phosphatase [EC:3.1.3.18 3.1.3.48],1576,-1.6026859,1.797723324547321e-27
KO:K07120,uncharacterized protein,6399,-1.6016922,5.2331368557821627e-135
KO:K09882,cobaltochelatase CobS [EC:6.6.1.2],6441,-1.6012478,5.230698456023814e-155
KO:K14554,U3 small nucleolar RNA-associated protein 21,1977,-1.5987132,4.8048030507267527e-11
KO:K10865,double-strand break repair protein MRE11,1874,-1.5984068,7.724378134744362e-16
KO:K10380,ankyrin,5260,-1.5978711,3.421760404174229e-42
KO:K15857,"CDP-3, 6-dideoxy-D-glycero-D-glycero-4-hexulose-5-epimerase [EC:5.1.-.-]",2611,-1.595411,1.627997618799998e-16
KO:K15535,"phosphoglucan, water dikinase [EC:2.7.9.5]",2169,-1.5950472,1.9893347572810247e-33
KO:K09969,general L-amino acid transport system substrate-binding protein,6450,-1.5948839,1.765552219744238e-172
KO:K19347,SUN domain-containing protein 1/2,917,-1.5946512,3.487807470606595e-29
KO:K01836,phosphoacetylglucosamine mutase [EC:5.4.2.3],2618,-1.5925558,6.150662979996658e-15
KO:K09823,"Fur family transcriptional regulator, zinc uptake regulator",6362,-1.5908551,2.5010842360330247e-105
KO:K00078,dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179],1245,-1.5895939,2.260342156173374e-20
KO:K03015,DNA-directed RNA polymerase II subunit RPB7,1180,-1.5886421,3.4545503308305785e-29
KO:K15256,tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-],6442,-1.5873876,4.0019071174056926e-113
KO:K03338,5-dehydro-2-deoxygluconokinase [EC:2.7.1.92],6424,-1.5869856,4.067522274885134e-136
KO:K00207,dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2],4402,-1.5866692,8.423413553457365e-18
KO:K03732,ATP-dependent RNA helicase RhlB [EC:3.6.4.13],6220,-1.5853152,6.257640967853473e-94
KO:K12733,peptidyl-prolyl cis-trans isomerase-like 1 [EC:5.2.1.8],3327,-1.5848271,2.1944896234830007e-11
KO:K11604,manganese/iron transport system substrate-binding protein,3352,-1.5845432,1.966050093538055e-44
KO:K13177,ATP-dependent RNA helicase DDX1 [EC:3.6.4.13],1062,-1.5829884,4.262365231544974e-20
KO:K19191,4-methylaminobutanoate oxidase (formaldehyde-forming) [EC:1.5.3.19],6298,-1.5828457,1.8420908442372744e-136
KO:K01916,NAD+ synthase [EC:6.3.1.5],6539,-1.5814123,1.4101775503347246e-176
KO:K11836,ubiquitin carboxyl-terminal hydrolase 5/13 [EC:3.4.19.12],1966,-1.5800248,8.571827029752703e-07
KO:K11136,regulator of telomere elongation helicase 1 [EC:3.6.4.12],1594,-1.5774266,3.8252287679217245e-11
KO:K11826,AP-2 complex subunit mu-1,1756,-1.5758939,2.1330182156132964e-10
KO:K03350,anaphase-promoting complex subunit 3,3039,-1.5725696,5.031528307965008e-13
KO:K17973,N-terminal acetyltransferase B complex non-catalytic subunit,1229,-1.5722985,7.326406440061294e-26
KO:K07179,RIO kinase 2 [EC:2.7.11.1],3659,-1.5720111,2.2758503061127125e-12
KO:K11984,U4/U6.U5 tri-snRNP-associated protein 1,1757,-1.5719445,4.499797428716515e-11
KO:K18534,MPBQ/MSBQ methyltransferase [EC:2.1.1.295],3248,-1.5715467,1.5609283331512614e-17
KO:K11423,[histone H3]-lysine36 N-trimethyltransferase [EC:2.1.1.359],2408,-1.5712923,2.987480481308491e-09
KO:K09711,lipoyl synthase,3433,-1.57125,1.0875867478940387e-12
KO:K10844,DNA excision repair protein ERCC-2 [EC:3.6.4.12],6022,-1.5704772,2.689577395521649e-74
KO:K00926,carbamate kinase [EC:2.7.2.2],6239,-1.5701914,5.018528912573121e-41
KO:K01643,citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10],4743,-1.5698378,7.831325754469766e-07
KO:K17213,inositol transport system substrate-binding protein,5803,-1.5677712,6.848400015961095e-43
KO:K10738,DNA helicase MCM9 [EC:3.6.4.12],1329,-1.5677284,1.0656414434311627e-10
KO:K00365,urate oxidase [EC:1.7.3.3],5355,-1.5674572,2.265883543632031e-26
KO:K14780,ATP-dependent RNA helicase DHX37/DHR1 [EC:3.6.4.13],2126,-1.5674474,1.300742153116998e-10
KO:K17086,transmembrane 9 superfamily member 2/4,2205,-1.5669904,2.135520487757532e-07
KO:K14724,"solute carrier family 9 (sodium/hydrogen exchanger), member 8",1538,-1.566798,2.3376790773631422e-08
KO:K03389,heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6],4590,-1.5651529,0.23357343856616863
KO:K08305,membrane-bound lytic murein transglycosylase B [EC:4.2.2.-],6496,-1.5647907,9.008111045588833e-165
KO:K10249,elongation of very long chain fatty acids protein 4 [EC:2.3.1.199],1137,-1.5634608,2.6221397526310448e-17
KO:K09768,uncharacterized protein,6384,-1.5628371,1.0847552804180248e-114
KO:K08488,syntaxin 7,1106,-1.5624812,1.0545912925864272e-31
KO:K04851,voltage-dependent calcium channel L type alpha-1D,1187,-1.5617187,3.8713037019310644e-11
KO:K03388,heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6],4936,-1.5614475,0.07068460298644191
KO:K03281,"chloride channel protein, CIC family",6528,-1.5595579,4.668409645382055e-154
KO:K13354,"solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17",1225,-1.5592563,4.093024093826299e-28
KO:K07200,"5'-AMP-activated protein kinase, regulatory gamma subunit",772,-1.5592041,1.117558227768819e-30
KO:K02210,DNA replication licensing factor MCM7 [EC:3.6.4.12],2346,-1.558942,1.5344576118942853e-15
KO:K01417,extracellular elastinolytic metalloproteinase [EC:3.4.24.-],4792,-1.5577602,3.7811510846367266e-25
KO:K02674,type IV pilus assembly protein PilY1,6398,-1.5575714,2.6158972541749533e-66
KO:K17290,oxidoreductase [EC:1.1.1.-],1321,-1.5552111,8.200695366709379e-22
KO:K10866,DNA repair protein RAD50 [EC:3.6.-.-],2091,-1.5542281,2.2102810837824303e-13
KO:K15285,"solute carrier family 35, member E3",1107,-1.5537705,9.475205413376132e-25
KO:K12489,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein",1264,-1.5522158,2.2358338279921144e-23
KO:K10801,methyl-CpG-binding domain protein 4 [EC:3.2.2.-],1991,-1.5518849,3.163375372806145e-13
KO:K18162,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5 [EC:2.1.1.-],1509,-1.5515535,5.495947435805076e-21
KO:K00410,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit,5083,-1.5515087,3.733065419689628e-21
KO:K00311,electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1],6491,-1.551156,3.2032990055666205e-176
KO:K02553,regulator of ribonuclease activity A,5941,-1.5510726,8.703840101389145e-131
KO:K03638,molybdopterin adenylyltransferase [EC:2.7.7.75],6522,-1.5505743,2.0044040308253525e-144
KO:K08582,calpain-15 [EC:3.4.22.-],1579,-1.5490379,4.103217347805004e-05
KO:K14820,ribosome biogenesis protein BRX1,2045,-1.5470064,1.1477927636196556e-11
KO:K07953,GTP-binding protein SAR1 [EC:3.6.5.-],1841,-1.546216,1.9610108386204275e-05
KO:K13806,sn1-specific diacylglycerol lipase [EC:3.1.1.-],875,-1.5455899,6.15687047773263e-24
KO:K06214,curli production assembly/transport component CsgG,5041,-1.5445766,5.769213801994416e-79
KO:K03651,"3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]",5939,-1.5430233,2.0018201875160878e-82
KO:K05776,molybdate transport system ATP-binding protein,5988,-1.5420074,3.184326593784864e-141
KO:K06669,structural maintenance of chromosome 3 (chondroitin sulfate proteoglycan 6),2204,-1.5411246,2.4239841990473772e-11
KO:K16784,biotin transport system ATP-binding protein [EC:7.6.2.-],5123,-1.5409417,4.957643528637657e-36
KO:K07516,3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35],6514,-1.5401173,1.7477973907732686e-167
KO:K14861,nucleolar pre-ribosomal-associated protein 1,1213,-1.5395269,2.8872731660667835e-33
KO:K11718,UDP-glucose:glycoprotein glucosyltransferase [EC:2.4.1.-],1885,-1.5382196,3.247665959676352e-13
KO:K13855,"solute carrier family 4 (anion exchanger), member 2",845,-1.5373006,7.21641826664021e-26
KO:K10549,D-allose transport system substrate-binding protein,2888,-1.5350866,1.9821977491136638e-20
KO:K13210,far upstream element-binding protein,1643,-1.5336545,1.5614586010179895e-20
KO:K05526,succinylglutamate desuccinylase [EC:3.5.1.96],4240,-1.5326653,4.0271059149720184e-32
KO:K11644,paired amphipathic helix protein Sin3a,2198,-1.5326285,8.159057459294672e-11
KO:K07543,benzylsuccinate CoA-transferase BbsE subunit [EC:2.8.3.15],5249,-1.5293691,5.409487161674851e-34
KO:K03845,"alpha-1,3-mannosyltransferase [EC:2.4.1.258]",1441,-1.5287086,3.9849269588108566e-19
KO:K02554,2-keto-4-pentenoate hydratase [EC:4.2.1.80],6377,-1.5286665,1.8980679686567861e-100
KO:K13095,splicing factor 1,1948,-1.5272224,3.0409706171474124e-15
KO:K03307,"solute:Na+ symporter, SSS family",6537,-1.5257721,1.8756982813050386e-151
KO:K12349,neutral ceramidase [EC:3.5.1.23],5255,-1.5254686,2.0066502195050915e-36
KO:K08869,aarF domain-containing kinase,4494,-1.5247369,3.3167206240554807e-41
KO:K09522,DnaJ homolog subfamily C member 2,1803,-1.524163,1.0593748036654608e-12
KO:K03248,translation initiation factor 3 subunit G,1334,-1.5184846,9.504912948634695e-23
KO:K10190,lactose/L-arabinose transport system permease protein,3600,-1.5175352,1.3634213425691196e-13
KO:K03119,taurine dioxygenase [EC:1.14.11.17],6236,-1.5147076,1.6590351081384747e-173
KO:K10442,kelch-like protein 1/4/5,1646,-1.5145259,5.807653537691622e-23
KO:K19584,protein kinase X [EC:2.7.11.11],1710,-1.5138025,1.23030650564039e-09
KO:K19753,protein TilB,1028,-1.5126767,2.1739978130710037e-18
KO:K19307,25S rRNA (uracil2634-N3)-methyltransferase [EC:2.1.1.313],1110,-1.5122058,3.715861743588718e-30
KO:K19055,Ala-tRNA(Pro) deacylase [EC:3.1.1.-],6442,-1.5108805,7.799895682172489e-116
KO:K02673,type IV pilus assembly protein PilX,5467,-1.5105088,9.968508329378313e-45
KO:K02257,heme o synthase [EC:2.5.1.141],2523,-1.5104166,1.4674255791060997e-08
KO:K06954,uncharacterized protein,6003,-1.5098691,3.777551247278158e-73
KO:K01372,bleomycin hydrolase [EC:3.4.22.40],6148,-1.5098515,9.766328199585282e-77
KO:K04080,molecular chaperone IbpA,6217,-1.509296,9.249438610592265e-119
KO:K01597,diphosphomevalonate decarboxylase [EC:4.1.1.33],6110,-1.50699,9.535211672188873e-95
KO:K15452,mitochondrial tRNA pseudouridine27/28 synthase [EC:5.4.99.44],673,-1.5066047,2.354741311991562e-30
KO:K09956,uncharacterized protein,3725,-1.5064145,8.222354606603535e-05
KO:K17737,"LysR family transcriptional regulator, carnitine catabolism transcriptional activator",4332,-1.5060568,3.304742154674936e-20
KO:K06591,integrin beta 8,5003,-1.5060487,4.2674580442818926e-45
KO:K18590,dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3],853,-1.5056407,2.753209207971351e-27
KO:K00860,adenylylsulfate kinase [EC:2.7.1.25],6535,-1.503418,1.2240732075452876e-138
KO:K14794,ribosomal RNA-processing protein 12,1799,-1.5023918,1.787575680163024e-15
KO:K05898,3-oxosteroid 1-dehydrogenase [EC:1.3.99.4],5908,-1.5000532,1.3720665764977336e-138
KO:K13091,RNA-binding protein 23/39,2289,-1.4999794,3.67167425956449e-08
KO:K19674,WD repeat-containing protein 35,1646,-1.498402,1.6085717077076103e-09
KO:K08299,crotonobetainyl-CoA hydratase [EC:4.2.1.149],6231,-1.4971213,9.098997490703115e-129
KO:K03349,anaphase-promoting complex subunit 2,1728,-1.4963441,9.865175723310098e-14
KO:K04508,transducin (beta)-like 1,1763,-1.4961195,1.5144820167826244e-15
KO:K15277,"solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3",883,-1.4957747,1.1655054128451633e-25
KO:K03077,L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4],4971,-1.4955378,0.001693690918924492
KO:K06276,3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1],1875,-1.4952207,7.362885441186508e-10
KO:K03793,pteridine reductase [EC:1.5.1.33],6409,-1.4951272,2.6826140802638625e-132
KO:K19221,cob(I)alamin adenosyltransferase [EC:2.5.1.17],6536,-1.49337,7.923421477064424e-87
KO:K02726,20S proteasome subunit alpha 2 [EC:3.4.25.1],1988,-1.4908428,8.492926152072799e-10
KO:K15015,solute carrier family 32 (vesicular inhibitory amino acid transporter),1376,-1.4887633,6.343833507654283e-22
KO:K12319,guanylate cyclase soluble subunit beta [EC:4.6.1.2],1770,-1.4882298,1.361299995568548e-14
KO:K07515,enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211],2469,-1.4877836,7.69599320854324e-10
KO:K07660,"two-component system, OmpR family, response regulator PhoP",5800,-1.4868,1.982597061508078e-25
KO:K11273,chromosome transmission fidelity protein 1 [EC:3.6.4.13],1899,-1.4859658,2.1096971437250655e-14
KO:K14950,manganese-transporting P-type ATPase [EC:7.2.2.-],2368,-1.4850599,4.235672926044951e-09
KO:K07160,5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9],6522,-1.4838948,5.388237044778745e-151
KO:K14192,clumping factor B,2505,-1.4827647,1.0877433364344382e-09
KO:K17618,ubiquitin-like domain-containing CTD phosphatase 1 [EC:3.1.3.16],1026,-1.480912,1.8849723636697703e-22
KO:K13370,17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) / 3-oxoacyl-[acyl-carrier protein] reductase alpha subunit [EC:1.1.1.62 1.1.1.239],2560,-1.4801288,4.320576768918325e-12
KO:K16022,flavoprotein hydroxylase,3323,-1.4794598,2.2332925290619689e-13
KO:K13612,polyketide synthase PksL,4146,-1.4777515,1.3986459605350248e-12
KO:K11498,centromeric protein E,2050,-1.4774948,1.2342805383842022e-08
KO:K09700,uncharacterized protein,5350,-1.4768485,0.0007836041636684282
KO:K17583,nucleolar MIF4G domain-containing protein 1,1883,-1.472332,2.469064960748166e-16
KO:K15892,farnesol kinase [EC:2.7.1.216],1063,-1.4670608,8.026866079727685e-39
KO:K06991,uncharacterized protein,6026,-1.464953,3.613809524047431e-139
KO:K11093,U1 small nuclear ribonucleoprotein 70kDa,2050,-1.4642631,1.2381031364210742e-13
KO:K17807,mitochondrial translocator assembly and maintenance protein 41,1450,-1.4626153,2.2919918811818445e-23
KO:K09480,digalactosyldiacylglycerol synthase [EC:2.4.1.241],782,-1.4620762,9.667548772487551e-24
KO:K02476,"two-component system, CitB family, sensor kinase [EC:2.7.13.3]",5112,-1.4620245,8.350920058148224e-25
KO:K18453,ADP-ribose/FAD diphosphatase [EC:3.6.1.13 3.6.1.18],2384,-1.4614563,6.157452000287638e-20
KO:K16572,gamma-tubulin complex component 5,916,-1.4614134,3.758057942069319e-32
KO:K06126,ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-],1207,-1.4603019,1.9707210698216514e-29
KO:K18214,"MFS transporter, DHA3 family, tetracycline resistance protein",4142,-1.4594758,5.6717722961112594e-14
KO:K10808,ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1],3576,-1.4581103,1.618651210954987e-37
KO:K19569,"8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)tetracenomycin-C 4'-O-methyltransferase [EC:2.1.1.307]",3414,-1.4571338,1.1970239179290191e-07
KO:K10589,ubiquitin-protein ligase E3 C [EC:2.3.2.26],2244,-1.4570881,1.5817676145004e-07
KO:K00769,xanthine phosphoribosyltransferase [EC:2.4.2.22],6314,-1.4565654,2.274581145485289e-86
KO:K14317,nuclear pore complex protein Nup214,1258,-1.4565504,1.6907844978411793e-26
KO:K01219,beta-agarase [EC:3.2.1.81],4462,-1.4561551,8.066479486858196e-17
KO:K01281,X-Pro dipeptidyl-peptidase [EC:3.4.14.11],5375,-1.4560723,3.3414910647333543e-65
KO:K14445,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5",6192,-1.4537477,4.816766309718471e-141
KO:K19719,collagen type II alpha,1528,-1.4526668,2.950141101065857e-18
KO:K19550,bacilysin biosynthesis oxidoreductase BacG [EC:1.3.1.-],3899,-1.4502234,0.026542466228879687
KO:K14674,TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51],1485,-1.450183,6.683220755556672e-19
KO:K12549,surface adhesion protein,4928,-1.4495319,3.590963597622815e-22
KO:K04728,serine-protein kinase ATM [EC:2.7.11.1],1942,-1.44886,1.405153919075747e-15
KO:K13107,"RNA-binding motif protein, X-linked 2",1551,-1.4480555,2.4712115366196957e-12
KO:K14536,ribosome assembly protein 1 [EC:3.6.5.-],2285,-1.4471104,7.208743433943327e-08
KO:K09495,T-complex protein 1 subunit gamma,2392,-1.4461999,2.2739561839658958e-07
KO:K02732,20S proteasome subunit beta 6 [EC:3.4.25.1],1646,-1.4460479,4.867172567925476e-08
KO:K16006,pikromycin synthase [EC:1.14.15.33],1977,-1.4459105,1.0878711057879046e-24
KO:K12914,P-methyltransferase [EC:2.1.1.326],3096,-1.4454093,2.6343004889705016e-17
KO:K04719,"5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]",6270,-1.4445505,1.9998953472742277e-22
KO:K01410,mitochondrial intermediate peptidase [EC:3.4.24.59],1603,-1.4444547,4.0473020161516176e-15
KO:K14209,solute carrier family 36 (proton-coupled amino acid transporter),1720,-1.4433497,1.0942182151997174e-10
KO:K15012,"two-component system, response regulator RegA",6345,-1.4420662,4.7806900709179004e-116
KO:K04568,elongation factor P--(R)-beta-lysine ligase [EC:6.3.1.-],6463,-1.4406481,2.697898955579384e-83
KO:K07400,Fe/S biogenesis protein NfuA,6103,-1.4404702,1.3855742112895248e-118
KO:K00835,valine--pyruvate aminotransferase [EC:2.6.1.66],4782,-1.4397044,1.2791592954003238e-89
KO:K17723,dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1],6438,-1.4393759,7.526637576134218e-88
KO:K11886,proteasome component ECM29,1730,-1.4393716,2.1991187098878585e-11
KO:K08790,serine/threonine kinase 38 [EC:2.7.11.1],1560,-1.438591,3.778464510695829e-05
KO:K14455,"aspartate aminotransferase, mitochondrial [EC:2.6.1.1]",2029,-1.4384867,3.2661920313625654e-08
KO:K13998,dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45],3338,-1.4379714,1.2721892355638652e-15
KO:K08991,crossover junction endonuclease MUS81 [EC:3.1.22.-],1914,-1.4373125,3.7539950012441928e-06
KO:K11274,chromosome transmission fidelity protein 4,1615,-1.4370253,3.176004288602339e-19
KO:K14559,U3 small nucleolar RNA-associated protein MPP10,2018,-1.4354002,2.2589841627288034e-11
KO:K02448,nitric oxide reductase NorD protein,5547,-1.4336063,2.7737818815666845e-25
KO:K12403,AP-4 complex subunit sigma-1,1002,-1.4328759,9.778149696402067e-17
KO:K15362,fanconi anemia group J protein [EC:3.6.4.12],1301,-1.4307983,9.821651320723993e-19
KO:K07943,ADP-ribosylation factor-like protein 2,1483,-1.4306953,2.7225169473127533e-15
KO:K11781,5-amino-6-(D-ribitylamino)uracil---L-tyrosine 4-hydroxyphenyl transferase [EC:2.5.1.147],5285,-1.4302471,2.072624421591169e-09
KO:K03972,phage shock protein E,4995,-1.4280913,9.846573033315789e-76
KO:K01823,isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2],6529,-1.4279966,9.787437511525189e-141
KO:K15910,UDP-N-acetylbacillosamine transaminase [EC:2.6.1.34],1186,-1.4271057,1.0847526095858985e-22
KO:K08850,"aurora kinase, other [EC:2.7.11.1]",2079,-1.4263059,1.058211787741702e-08
