,0,1,2,3,4,cluster
838,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],"K03028  PSMD2, RPN1; 26S proteasome regulatory subunit N1",Cluster_2
839,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],"K03028  PSMD2, RPN1; 26S proteasome regulatory subunit N1",Cluster_2
840,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05017 Spinocerebellar ataxia [PATH:ko05017],"K03028  PSMD2, RPN1; 26S proteasome regulatory subunit N1",Cluster_2
841,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],"K03028  PSMD2, RPN1; 26S proteasome regulatory subunit N1",Cluster_2
842,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K03028  PSMD2, RPN1; 26S proteasome regulatory subunit N1",Cluster_2
843,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03051 Proteasome [BR:ko03051],"K03028  PSMD2, RPN1; 26S proteasome regulatory subunit N1",Cluster_2
844,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03050 Proteasome [PATH:ko03050],"K03032  PSMD1, RPN2; 26S proteasome regulatory subunit N2",Cluster_2
845,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05169 Epstein-Barr virus infection [PATH:ko05169],"K03032  PSMD1, RPN2; 26S proteasome regulatory subunit N2",Cluster_2
846,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],"K03032  PSMD1, RPN2; 26S proteasome regulatory subunit N2",Cluster_2
847,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],"K03032  PSMD1, RPN2; 26S proteasome regulatory subunit N2",Cluster_2
848,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],"K03032  PSMD1, RPN2; 26S proteasome regulatory subunit N2",Cluster_2
849,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],"K03032  PSMD1, RPN2; 26S proteasome regulatory subunit N2",Cluster_2
850,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05017 Spinocerebellar ataxia [PATH:ko05017],"K03032  PSMD1, RPN2; 26S proteasome regulatory subunit N2",Cluster_2
851,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],"K03032  PSMD1, RPN2; 26S proteasome regulatory subunit N2",Cluster_2
852,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K03032  PSMD1, RPN2; 26S proteasome regulatory subunit N2",Cluster_2
853,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03051 Proteasome [BR:ko03051],"K03032  PSMD1, RPN2; 26S proteasome regulatory subunit N2",Cluster_2
854,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03050 Proteasome [PATH:ko03050],"K03033  PSMD3, RPN3; 26S proteasome regulatory subunit N3",Cluster_2
855,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05169 Epstein-Barr virus infection [PATH:ko05169],"K03033  PSMD3, RPN3; 26S proteasome regulatory subunit N3",Cluster_2
856,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],"K03033  PSMD3, RPN3; 26S proteasome regulatory subunit N3",Cluster_2
857,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],"K03033  PSMD3, RPN3; 26S proteasome regulatory subunit N3",Cluster_2
858,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],"K03033  PSMD3, RPN3; 26S proteasome regulatory subunit N3",Cluster_2
859,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],"K03033  PSMD3, RPN3; 26S proteasome regulatory subunit N3",Cluster_2
860,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05017 Spinocerebellar ataxia [PATH:ko05017],"K03033  PSMD3, RPN3; 26S proteasome regulatory subunit N3",Cluster_2
861,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],"K03033  PSMD3, RPN3; 26S proteasome regulatory subunit N3",Cluster_2
862,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K03033  PSMD3, RPN3; 26S proteasome regulatory subunit N3",Cluster_2
863,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03051 Proteasome [BR:ko03051],"K03033  PSMD3, RPN3; 26S proteasome regulatory subunit N3",Cluster_2
864,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03050 Proteasome [PATH:ko03050],"K03035  PSMD12, RPN5; 26S proteasome regulatory subunit N5",Cluster_2
865,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05169 Epstein-Barr virus infection [PATH:ko05169],"K03035  PSMD12, RPN5; 26S proteasome regulatory subunit N5",Cluster_2
866,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],"K03035  PSMD12, RPN5; 26S proteasome regulatory subunit N5",Cluster_2
867,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],"K03035  PSMD12, RPN5; 26S proteasome regulatory subunit N5",Cluster_2
868,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],"K03035  PSMD12, RPN5; 26S proteasome regulatory subunit N5",Cluster_2
869,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],"K03035  PSMD12, RPN5; 26S proteasome regulatory subunit N5",Cluster_2
870,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05017 Spinocerebellar ataxia [PATH:ko05017],"K03035  PSMD12, RPN5; 26S proteasome regulatory subunit N5",Cluster_2
871,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],"K03035  PSMD12, RPN5; 26S proteasome regulatory subunit N5",Cluster_2
872,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K03035  PSMD12, RPN5; 26S proteasome regulatory subunit N5",Cluster_2
873,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03051 Proteasome [BR:ko03051],"K03035  PSMD12, RPN5; 26S proteasome regulatory subunit N5",Cluster_2
874,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03050 Proteasome [PATH:ko03050],"K03036  PSMD11, RPN6; 26S proteasome regulatory subunit N6",Cluster_2
875,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05169 Epstein-Barr virus infection [PATH:ko05169],"K03036  PSMD11, RPN6; 26S proteasome regulatory subunit N6",Cluster_2
876,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],"K03036  PSMD11, RPN6; 26S proteasome regulatory subunit N6",Cluster_2
877,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],"K03036  PSMD11, RPN6; 26S proteasome regulatory subunit N6",Cluster_2
878,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],"K03036  PSMD11, RPN6; 26S proteasome regulatory subunit N6",Cluster_2
879,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],"K03036  PSMD11, RPN6; 26S proteasome regulatory subunit N6",Cluster_2
880,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05017 Spinocerebellar ataxia [PATH:ko05017],"K03036  PSMD11, RPN6; 26S proteasome regulatory subunit N6",Cluster_2
881,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],"K03036  PSMD11, RPN6; 26S proteasome regulatory subunit N6",Cluster_2
882,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K03036  PSMD11, RPN6; 26S proteasome regulatory subunit N6",Cluster_2
883,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03051 Proteasome [BR:ko03051],"K03036  PSMD11, RPN6; 26S proteasome regulatory subunit N6",Cluster_2
884,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03050 Proteasome [PATH:ko03050],"K03037  PSMD6, RPN7; 26S proteasome regulatory subunit N7",Cluster_2
885,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05169 Epstein-Barr virus infection [PATH:ko05169],"K03037  PSMD6, RPN7; 26S proteasome regulatory subunit N7",Cluster_2
886,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],"K03037  PSMD6, RPN7; 26S proteasome regulatory subunit N7",Cluster_2
887,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],"K03037  PSMD6, RPN7; 26S proteasome regulatory subunit N7",Cluster_2
888,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],"K03037  PSMD6, RPN7; 26S proteasome regulatory subunit N7",Cluster_2
889,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],"K03037  PSMD6, RPN7; 26S proteasome regulatory subunit N7",Cluster_2
890,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05017 Spinocerebellar ataxia [PATH:ko05017],"K03037  PSMD6, RPN7; 26S proteasome regulatory subunit N7",Cluster_2
891,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],"K03037  PSMD6, RPN7; 26S proteasome regulatory subunit N7",Cluster_2
892,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K03037  PSMD6, RPN7; 26S proteasome regulatory subunit N7",Cluster_2
893,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03051 Proteasome [BR:ko03051],"K03037  PSMD6, RPN7; 26S proteasome regulatory subunit N7",Cluster_2
894,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03050 Proteasome [PATH:ko03050],"K03038  PSMD7, RPN8; 26S proteasome regulatory subunit N8",Cluster_2
895,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05169 Epstein-Barr virus infection [PATH:ko05169],"K03038  PSMD7, RPN8; 26S proteasome regulatory subunit N8",Cluster_2
896,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],"K03038  PSMD7, RPN8; 26S proteasome regulatory subunit N8",Cluster_2
897,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],"K03038  PSMD7, RPN8; 26S proteasome regulatory subunit N8",Cluster_2
898,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],"K03038  PSMD7, RPN8; 26S proteasome regulatory subunit N8",Cluster_2
899,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],"K03038  PSMD7, RPN8; 26S proteasome regulatory subunit N8",Cluster_2
900,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05017 Spinocerebellar ataxia [PATH:ko05017],"K03038  PSMD7, RPN8; 26S proteasome regulatory subunit N8",Cluster_2
901,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],"K03038  PSMD7, RPN8; 26S proteasome regulatory subunit N8",Cluster_2
902,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K03038  PSMD7, RPN8; 26S proteasome regulatory subunit N8",Cluster_2
903,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03051 Proteasome [BR:ko03051],"K03038  PSMD7, RPN8; 26S proteasome regulatory subunit N8",Cluster_2
904,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03050 Proteasome [PATH:ko03050],"K03061  PSMC2, RPT1; 26S proteasome regulatory subunit T1",Cluster_2
905,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05169 Epstein-Barr virus infection [PATH:ko05169],"K03061  PSMC2, RPT1; 26S proteasome regulatory subunit T1",Cluster_2
906,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],"K03061  PSMC2, RPT1; 26S proteasome regulatory subunit T1",Cluster_2
907,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],"K03061  PSMC2, RPT1; 26S proteasome regulatory subunit T1",Cluster_2
908,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],"K03061  PSMC2, RPT1; 26S proteasome regulatory subunit T1",Cluster_2
909,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],"K03061  PSMC2, RPT1; 26S proteasome regulatory subunit T1",Cluster_2
910,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05017 Spinocerebellar ataxia [PATH:ko05017],"K03061  PSMC2, RPT1; 26S proteasome regulatory subunit T1",Cluster_2
911,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],"K03061  PSMC2, RPT1; 26S proteasome regulatory subunit T1",Cluster_2
912,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K03061  PSMC2, RPT1; 26S proteasome regulatory subunit T1",Cluster_2
913,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03051 Proteasome [BR:ko03051],"K03061  PSMC2, RPT1; 26S proteasome regulatory subunit T1",Cluster_2
914,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03050 Proteasome [PATH:ko03050],"K03062  PSMC1, RPT2; 26S proteasome regulatory subunit T2",Cluster_2
915,ko00001,09160 Human Diseases,09161 Cancer: overview,05203 Viral carcinogenesis [PATH:ko05203],"K03062  PSMC1, RPT2; 26S proteasome regulatory subunit T2",Cluster_2
916,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05169 Epstein-Barr virus infection [PATH:ko05169],"K03062  PSMC1, RPT2; 26S proteasome regulatory subunit T2",Cluster_2
917,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05165 Human papillomavirus infection [PATH:ko05165],"K03062  PSMC1, RPT2; 26S proteasome regulatory subunit T2",Cluster_2
918,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],"K03062  PSMC1, RPT2; 26S proteasome regulatory subunit T2",Cluster_2
919,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],"K03062  PSMC1, RPT2; 26S proteasome regulatory subunit T2",Cluster_2
920,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],"K03062  PSMC1, RPT2; 26S proteasome regulatory subunit T2",Cluster_2
921,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],"K03062  PSMC1, RPT2; 26S proteasome regulatory subunit T2",Cluster_2
922,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05017 Spinocerebellar ataxia [PATH:ko05017],"K03062  PSMC1, RPT2; 26S proteasome regulatory subunit T2",Cluster_2
923,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],"K03062  PSMC1, RPT2; 26S proteasome regulatory subunit T2",Cluster_2
924,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K03062  PSMC1, RPT2; 26S proteasome regulatory subunit T2",Cluster_2
925,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03051 Proteasome [BR:ko03051],"K03062  PSMC1, RPT2; 26S proteasome regulatory subunit T2",Cluster_2
926,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03050 Proteasome [PATH:ko03050],"K03063  PSMC4, RPT3; 26S proteasome regulatory subunit T3",Cluster_2
927,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05169 Epstein-Barr virus infection [PATH:ko05169],"K03063  PSMC4, RPT3; 26S proteasome regulatory subunit T3",Cluster_2
928,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],"K03063  PSMC4, RPT3; 26S proteasome regulatory subunit T3",Cluster_2
929,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],"K03063  PSMC4, RPT3; 26S proteasome regulatory subunit T3",Cluster_2
930,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],"K03063  PSMC4, RPT3; 26S proteasome regulatory subunit T3",Cluster_2
931,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],"K03063  PSMC4, RPT3; 26S proteasome regulatory subunit T3",Cluster_2
932,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05017 Spinocerebellar ataxia [PATH:ko05017],"K03063  PSMC4, RPT3; 26S proteasome regulatory subunit T3",Cluster_2
933,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],"K03063  PSMC4, RPT3; 26S proteasome regulatory subunit T3",Cluster_2
934,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K03063  PSMC4, RPT3; 26S proteasome regulatory subunit T3",Cluster_2
935,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03051 Proteasome [BR:ko03051],"K03063  PSMC4, RPT3; 26S proteasome regulatory subunit T3",Cluster_2
936,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03050 Proteasome [PATH:ko03050],"K03064  PSMC6, RPT4; 26S proteasome regulatory subunit T4",Cluster_2
937,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05169 Epstein-Barr virus infection [PATH:ko05169],"K03064  PSMC6, RPT4; 26S proteasome regulatory subunit T4",Cluster_2
938,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],"K03064  PSMC6, RPT4; 26S proteasome regulatory subunit T4",Cluster_2
939,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],"K03064  PSMC6, RPT4; 26S proteasome regulatory subunit T4",Cluster_2
940,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],"K03064  PSMC6, RPT4; 26S proteasome regulatory subunit T4",Cluster_2
941,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],"K03064  PSMC6, RPT4; 26S proteasome regulatory subunit T4",Cluster_2
942,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05017 Spinocerebellar ataxia [PATH:ko05017],"K03064  PSMC6, RPT4; 26S proteasome regulatory subunit T4",Cluster_2
943,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],"K03064  PSMC6, RPT4; 26S proteasome regulatory subunit T4",Cluster_2
944,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K03064  PSMC6, RPT4; 26S proteasome regulatory subunit T4",Cluster_2
945,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03051 Proteasome [BR:ko03051],"K03064  PSMC6, RPT4; 26S proteasome regulatory subunit T4",Cluster_2
946,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03050 Proteasome [PATH:ko03050],"K03065  PSMC3, RPT5; 26S proteasome regulatory subunit T5",Cluster_2
947,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05169 Epstein-Barr virus infection [PATH:ko05169],"K03065  PSMC3, RPT5; 26S proteasome regulatory subunit T5",Cluster_2
948,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],"K03065  PSMC3, RPT5; 26S proteasome regulatory subunit T5",Cluster_2
949,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],"K03065  PSMC3, RPT5; 26S proteasome regulatory subunit T5",Cluster_2
950,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],"K03065  PSMC3, RPT5; 26S proteasome regulatory subunit T5",Cluster_2
951,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],"K03065  PSMC3, RPT5; 26S proteasome regulatory subunit T5",Cluster_2
952,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05017 Spinocerebellar ataxia [PATH:ko05017],"K03065  PSMC3, RPT5; 26S proteasome regulatory subunit T5",Cluster_2
953,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],"K03065  PSMC3, RPT5; 26S proteasome regulatory subunit T5",Cluster_2
954,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K03065  PSMC3, RPT5; 26S proteasome regulatory subunit T5",Cluster_2
955,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03051 Proteasome [BR:ko03051],"K03065  PSMC3, RPT5; 26S proteasome regulatory subunit T5",Cluster_2
956,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03050 Proteasome [PATH:ko03050],"K03066  PSMC5, RPT6; 26S proteasome regulatory subunit T6",Cluster_2
957,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05169 Epstein-Barr virus infection [PATH:ko05169],"K03066  PSMC5, RPT6; 26S proteasome regulatory subunit T6",Cluster_2
958,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],"K03066  PSMC5, RPT6; 26S proteasome regulatory subunit T6",Cluster_2
959,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],"K03066  PSMC5, RPT6; 26S proteasome regulatory subunit T6",Cluster_2
960,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],"K03066  PSMC5, RPT6; 26S proteasome regulatory subunit T6",Cluster_2
961,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],"K03066  PSMC5, RPT6; 26S proteasome regulatory subunit T6",Cluster_2
962,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05017 Spinocerebellar ataxia [PATH:ko05017],"K03066  PSMC5, RPT6; 26S proteasome regulatory subunit T6",Cluster_2
963,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],"K03066  PSMC5, RPT6; 26S proteasome regulatory subunit T6",Cluster_2
964,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K03066  PSMC5, RPT6; 26S proteasome regulatory subunit T6",Cluster_2
965,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03051 Proteasome [BR:ko03051],"K03066  PSMC5, RPT6; 26S proteasome regulatory subunit T6",Cluster_2
966,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04012 ErbB signaling pathway [PATH:ko04012],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
967,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04310 Wnt signaling pathway [PATH:ko04310],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
968,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04340 Hedgehog signaling pathway [PATH:ko04340],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
969,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04341 Hedgehog signaling pathway - fly [PATH:ko04341],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
970,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04390 Hippo signaling pathway [PATH:ko04390],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
971,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04151 PI3K-Akt signaling pathway [PATH:ko04151],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
972,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04150 mTOR signaling pathway [PATH:ko04150],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
973,ko00001,09140 Cellular Processes,09143 Cell growth and death,04110 Cell cycle [PATH:ko04110],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
974,ko00001,09140 Cellular Processes,09144 Cellular community - eukaryotes,04510 Focal adhesion [PATH:ko04510],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
975,ko00001,09140 Cellular Processes,09144 Cellular community - eukaryotes,04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
976,ko00001,09150 Organismal Systems,09151 Immune system,04660 T cell receptor signaling pathway [PATH:ko04660],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
977,ko00001,09150 Organismal Systems,09151 Immune system,04657 IL-17 signaling pathway [PATH:ko04657],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
978,ko00001,09150 Organismal Systems,09151 Immune system,04662 B cell receptor signaling pathway [PATH:ko04662],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
979,ko00001,09150 Organismal Systems,09151 Immune system,04062 Chemokine signaling pathway [PATH:ko04062],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
980,ko00001,09150 Organismal Systems,09152 Endocrine system,04910 Insulin signaling pathway [PATH:ko04910],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
981,ko00001,09150 Organismal Systems,09152 Endocrine system,04917 Prolactin signaling pathway [PATH:ko04917],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
982,ko00001,09150 Organismal Systems,09152 Endocrine system,"04935 Growth hormone synthesis, secretion and action [PATH:ko04935]",K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
983,ko00001,09150 Organismal Systems,09152 Endocrine system,04919 Thyroid hormone signaling pathway [PATH:ko04919],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
984,ko00001,09150 Organismal Systems,09152 Endocrine system,04916 Melanogenesis [PATH:ko04916],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
